,Holding City,Date,Sport,Major,Participant,Country,Gender,Event,Event_G,Medal
9423,Melbourne / Stockholm,1956,Football,Football,"BIOGRADLIC, Ibrahim",YUG,Men,football,M,Silver
9424,Melbourne / Stockholm,1956,Football,Football,"KOSCAK, Mladen",YUG,Men,football,M,Silver
9425,Melbourne / Stockholm,1956,Football,Football,"KRSTIC, Dobroslav",YUG,Men,football,M,Silver
9426,Melbourne / Stockholm,1956,Football,Football,"LIPOSINOVIC, Luka",YUG,Men,football,M,Silver
9427,Melbourne / Stockholm,1956,Football,Football,"MUJIC, Muhamed",YUG,Men,football,M,Silver
9428,Melbourne / Stockholm,1956,Football,Football,"PAPEC, Zlatko",YUG,Men,football,M,Silver
9429,Melbourne / Stockholm,1956,Football,Football,"RADENKOVIC, Petar",YUG,Men,football,M,Silver
9430,Melbourne / Stockholm,1956,Football,Football,"RADOVIC, Nikola",YUG,Men,football,M,Silver
9431,Melbourne / Stockholm,1956,Football,Football,"SANTEK, Ivan",YUG,Men,football,M,Silver
9432,Melbourne / Stockholm,1956,Football,Football,"SEKULARAC, Dragoslav",YUG,Men,football,M,Silver
9433,Melbourne / Stockholm,1956,Football,Football,"SPAJIC, Ljubisa",YUG,Men,football,M,Silver
9434,Melbourne / Stockholm,1956,Football,Football,"VESELINOVIC, Todor",YUG,Men,football,M,Silver
9435,Melbourne / Stockholm,1956,Football,Football,"VIDINIC, Blagoje",YUG,Men,football,M,Silver
9437,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"MANINA, Tamara",URS,Women,balance beam,W,Silver
9438,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"VECHTOVA-BOSAKOVA, Eva",TCH,Women,balance beam,W,Silver
9440,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"AIHARA, Nobuyuki",JPN,Men,floor exercises,M,Silver
9441,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"CHUKARIN, Viktor Ivanovich",URS,Men,floor exercises,M,Silver
9442,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"THORESSON, William",SWE,Men,floor exercises,M,Silver
9448,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"TITOV, Yuri",URS,Men,horizontal bar,M,Silver
9451,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"ONO, Takashi",JPN,Men,individual all-round,M,Silver
9454,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"KELETI, Agnes",HUN,Women,individual all-round,W,Silver
9458,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"KUBOTA, Masami",JPN,Men,parallel bars,M,Silver
9461,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"ONO, Takashi",JPN,Men,pommel horse,M,Silver
9465,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"MURATOV, Valentin",URS,Men,rings,M,Silver
9478,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"AIHARA, Nobuyuki",JPN,Men,team competition,M,Silver
9479,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"KONO, Akira",JPN,Men,team competition,M,Silver
9480,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"KUBOTA, Masami",JPN,Men,team competition,M,Silver
9481,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"ONO, Takashi",JPN,Men,team competition,M,Silver
9482,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"TAKEMOTO, Masao",JPN,Men,team competition,M,Silver
9483,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"TSUKAWAKI, Shinsaku",JPN,Men,team competition,M,Silver
9496,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"BODO-MOLNAR, Andrea",HUN,Women,team competition,W,Silver
9497,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"GULYAS-KÖTELES, Erzsebet",HUN,Women,team competition,W,Silver
9498,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"KELETI, Agnes",HUN,Women,team competition,W,Silver
9499,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"KERTESZ, Aliz",HUN,Women,team competition,W,Silver
9500,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"KORONDI, Margit",HUN,Women,team competition,W,Silver
9501,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"TASS LEMHENYI, Olga",HUN,Women,team competition,W,Silver
9520,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"BERGGREN, Evy",SWE,Women,"team, portable apparatus",W,Silver
9521,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"COLLING-PETTERSSON, Ann-Sofi",SWE,Women,"team, portable apparatus",W,Silver
9522,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"HEDBERG, Doris",SWE,Women,"team, portable apparatus",W,Silver
9523,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"KARLEN, Maude",SWE,Women,"team, portable apparatus",W,Silver
9524,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"LINDBERG, Karin",SWE,Women,"team, portable apparatus",W,Silver
9525,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"RÖNSTRÖM, Eva",SWE,Women,"team, portable apparatus",W,Silver
9528,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"LATYNINA, Larisa",URS,Women,uneven bars,W,Silver
9535,Melbourne / Stockholm,1956,Gymnastics,Artistic G.,"MANINA, Tamara",URS,Women,vault,W,Silver
9564,Melbourne / Stockholm,1956,Hockey,Hockey,"ABDUL, Hamid",PAK,Men,hockey,M,Silver
9565,Melbourne / Stockholm,1956,Hockey,Hockey,"AHKTAR, Hussain",PAK,Men,hockey,M,Silver
9566,Melbourne / Stockholm,1956,Hockey,Hockey,"DAR, Munir Ahmad",PAK,Men,hockey,M,Silver
9567,Melbourne / Stockholm,1956,Hockey,Hockey,"GHULAM, Rasul",PAK,Men,hockey,M,Silver
9568,Melbourne / Stockholm,1956,Hockey,Hockey,"HABIB, Ur Rehman",PAK,Men,hockey,M,Silver
9569,Melbourne / Stockholm,1956,Hockey,Hockey,"KHAN, Anwar Ahmad",PAK,Men,hockey,M,Silver
9570,Melbourne / Stockholm,1956,Hockey,Hockey,"KIDDI, Habib Ali",PAK,Men,hockey,M,Silver
9571,Melbourne / Stockholm,1956,Hockey,Hockey,"LATIF, Ur Rehman",PAK,Men,hockey,M,Silver
9572,Melbourne / Stockholm,1956,Hockey,Hockey,"MANZOOR, Hussain Atif",PAK,Men,hockey,M,Silver
9573,Melbourne / Stockholm,1956,Hockey,Hockey,"MUSSARAT, Hussain",PAK,Men,hockey,M,Silver
9574,Melbourne / Stockholm,1956,Hockey,Hockey,"MUTTI, Ullah",PAK,Men,hockey,M,Silver
9575,Melbourne / Stockholm,1956,Hockey,Hockey,"NASIR, Ahmad",PAK,Men,hockey,M,Silver
9576,Melbourne / Stockholm,1956,Hockey,Hockey,"NOOR, Alam",PAK,Men,hockey,M,Silver
9577,Melbourne / Stockholm,1956,Hockey,Hockey,"ZAKIR, Hussain",PAK,Men,hockey,M,Silver
9580,Melbourne / Stockholm,1956,Modern Pentathlon,Modern Pentath.,"MANNONEN, Olavi Aleksanteri",FIN,Men,Individual competition,M,Silver
9587,Melbourne / Stockholm,1956,Modern Pentathlon,Modern Pentath.,"ANDRE, William Jules",USA,Men,Team competition,M,Silver
9588,Melbourne / Stockholm,1956,Modern Pentathlon,Modern Pentath.,"DANIELS, Jack Tupper",USA,Men,Team competition,M,Silver
9589,Melbourne / Stockholm,1956,Modern Pentathlon,Modern Pentath.,"LAMBERT, George Howard Jr.",USA,Men,Team competition,M,Silver
9594,Melbourne / Stockholm,1956,Rowing,Rowing,"BULDAKOV, Igor",URS,Men,coxless pair (2-),M,Silver
9595,Melbourne / Stockholm,1956,Rowing,Rowing,"IVANOV, Viktor",URS,Men,coxless pair (2-),M,Silver
9600,Melbourne / Stockholm,1956,Rowing,Rowing,"COSTELLO, Bernard Patrick Jr.",USA,Men,double sculls (2x),M,Silver
9601,Melbourne / Stockholm,1956,Rowing,Rowing,"GARDINER, James Arthur",USA,Men,double sculls (2x),M,Silver
9620,Melbourne / Stockholm,1956,Rowing,Rowing,"HELLIWELL, David Leedom",CAN,Men,eight with coxswain (8+),M,Silver
9621,Melbourne / Stockholm,1956,Rowing,Rowing,"KUEBER, Philip Thomas",CAN,Men,eight with coxswain (8+),M,Silver
9622,Melbourne / Stockholm,1956,Rowing,Rowing,"MCCLURE, Richard Neil",CAN,Men,eight with coxswain (8+),M,Silver
9623,Melbourne / Stockholm,1956,Rowing,Rowing,"MCDONALD, Douglas John",CAN,Men,eight with coxswain (8+),M,Silver
9624,Melbourne / Stockholm,1956,Rowing,Rowing,"MCKERLICH, William Arthur M.",CAN,Men,eight with coxswain (8+),M,Silver
9625,Melbourne / Stockholm,1956,Rowing,Rowing,"OGAWA, Carlton Susumi",CAN,Men,eight with coxswain (8+),M,Silver
9626,Melbourne / Stockholm,1956,Rowing,Rowing,"PRETTY, Donald Wayne",CAN,Men,eight with coxswain (8+),M,Silver
9627,Melbourne / Stockholm,1956,Rowing,Rowing,"WEST, Lawrence Kingsley",CAN,Men,eight with coxswain (8+),M,Silver
9628,Melbourne / Stockholm,1956,Rowing,Rowing,"WILSON, Robert Andrew",CAN,Men,eight with coxswain (8+),M,Silver
9637,Melbourne / Stockholm,1956,Rowing,Rowing,"MCINTOSH, James Stewart",USA,Men,four without coxswain (4-),M,Silver
9638,Melbourne / Stockholm,1956,Rowing,Rowing,"MCKINLEY, Arthur Frank",USA,Men,four without coxswain (4-),M,Silver
9639,Melbourne / Stockholm,1956,Rowing,Rowing,"MCKINLEY, John Dickinson",USA,Men,four without coxswain (4-),M,Silver
9640,Melbourne / Stockholm,1956,Rowing,Rowing,"WELCHLI, John Richard",USA,Men,four without coxswain (4-),M,Silver
9651,Melbourne / Stockholm,1956,Rowing,Rowing,"ARONSSON, Ivar",SWE,Men,four-oared shell with coxswain (4-),M,Silver
9652,Melbourne / Stockholm,1956,Rowing,Rowing,"ERIKSSON, Gösta",SWE,Men,four-oared shell with coxswain (4-),M,Silver
9653,Melbourne / Stockholm,1956,Rowing,Rowing,"GÖRANSSON, Bertil",SWE,Men,four-oared shell with coxswain (4-),M,Silver
9654,Melbourne / Stockholm,1956,Rowing,Rowing,"GUNNARSSON, Evert",SWE,Men,four-oared shell with coxswain (4-),M,Silver
9655,Melbourne / Stockholm,1956,Rowing,Rowing,"LARSSON, Olle",SWE,Men,four-oared shell with coxswain (4-),M,Silver
9662,Melbourne / Stockholm,1956,Rowing,Rowing,"ARNDT, Horst",EUA,Men,pair-oared shell with coxswain (2+),M,Silver
9663,Melbourne / Stockholm,1956,Rowing,Rowing,"BORKOWSKY, Rainer",EUA,Men,pair-oared shell with coxswain (2+),M,Silver
9664,Melbourne / Stockholm,1956,Rowing,Rowing,"VON GRODDECK, Karl-Heinrich",EUA,Men,pair-oared shell with coxswain (2+),M,Silver
9667,Melbourne / Stockholm,1956,Rowing,Rowing,"MACKENZIE, Stuart A.",AUS,Men,single sculls (1x),M,Silver
9674,Melbourne / Stockholm,1956,Sailing,Sailing,"BOWKER, David Graham",GBR,Men,5.5m,X,Silver
9675,Melbourne / Stockholm,1956,Sailing,Sailing,"DILLON, John Desmond",GBR,Men,5.5m,X,Silver
9676,Melbourne / Stockholm,1956,Sailing,Sailing,"KENNEDY-COCHRAN-PATRICK, Neil Aylmer",GBR,Men,5.5m,X,Silver
9677,Melbourne / Stockholm,1956,Sailing,Sailing,"PERRY, Robert Stanley Gr.",GBR,Men,5.5m,X,Silver
9684,Melbourne / Stockholm,1956,Sailing,Sailing,"ANDRESEN, Cyril Romain",DEN,Men,dragon,X,Silver
9685,Melbourne / Stockholm,1956,Sailing,Sailing,"BERNTSEN, Ole Valdemar Henrik",DEN,Men,dragon,X,Silver
9686,Melbourne / Stockholm,1956,Sailing,Sailing,"VON BÜLOW, Christian Robert",DEN,Men,dragon,X,Silver
9691,Melbourne / Stockholm,1956,Sailing,Sailing,"SCOTT, John Malcolm",AUS,Men,sharpie 12m2,X,Silver
9692,Melbourne / Stockholm,1956,Sailing,Sailing,"TASKER, Rolland Leslie",AUS,Men,sharpie 12m2,X,Silver
9695,Melbourne / Stockholm,1956,Sailing,Sailing,"NELIS, Andre",BEL,Men,single-handed dinghy (Finn),M,Silver
9700,Melbourne / Stockholm,1956,Sailing,Sailing,"RODE, Nicolo",ITA,Men,two-person keelboat open (Star),X,Silver
9701,Melbourne / Stockholm,1956,Sailing,Sailing,"STRAULINO, Agostino",ITA,Men,two-person keelboat open (Star),X,Silver
9704,Melbourne / Stockholm,1956,Shooting,Shooting,"SKÖLDBERG, Olof",SWE,Men,"100m running deer, single/double shots",M,Silver
9707,Melbourne / Stockholm,1956,Shooting,Shooting,"CHERKASOV, Yevgeni",URS,Men,25m rapid fire pistol (60 shots),M,Silver
9710,Melbourne / Stockholm,1956,Shooting,Shooting,"ERDMAN, Allan",URS,Men,300m free rifle 3 positions (3x40 shots),M,Silver
9713,Melbourne / Stockholm,1956,Shooting,Shooting,"UMAROV, Makhmud",URS,Men,50m pistol (60 shots),M,Silver
9716,Melbourne / Stockholm,1956,Shooting,Shooting,"HORINEK, Otakar",TCH,Men,50m rifle 3 positions (3x40 shots),M,Silver
9719,Melbourne / Stockholm,1956,Shooting,Shooting,"BORISOV, Vasili",URS,Men,50m rifle prone (60 shots),M,Silver
9722,Melbourne / Stockholm,1956,Shooting,Shooting,"SMELCZYNSKI, Adam",POL,Men,trap (125 targets),M,Silver
9725,Melbourne / Stockholm,1956,Weightlifting,Weightlifting,"STOGOV, Vladimir",URS,Men,"- 56kg, total (bantamweight)",M,Silver
9728,Melbourne / Stockholm,1956,Weightlifting,Weightlifting,"SELVETTI, Humberto",ARG,Men,"+ 90kg, total (heavyweight)",M,Silver
9731,Melbourne / Stockholm,1956,Weightlifting,Weightlifting,"MINAEV, Yevgeni",URS,Men,"56 - 60kg, total (featherweight)",M,Silver
9734,Melbourne / Stockholm,1956,Weightlifting,Weightlifting,"KHABUTDINOV, Ravil",URS,Men,"60 - 67.5kg, total (lightweight)",M,Silver
9737,Melbourne / Stockholm,1956,Weightlifting,Weightlifting,"GEORGE, Peter T.",USA,Men,"67.5 - 75kg, total (middleweight)",M,Silver
9740,Melbourne / Stockholm,1956,Weightlifting,Weightlifting,"STEPANOV, Vasili",URS,Men,"75 - 82.5kg, total (light-heavyweight)",M,Silver
9743,Melbourne / Stockholm,1956,Weightlifting,Weightlifting,"SHEPPARD, David Joseph",USA,Men,"82.5 - 90kg, total (middle-heavyweight)",M,Silver
9746,Melbourne / Stockholm,1956,Wrestling,Wrestling Free.,"KHOJASTEHPOUR, Mohammad Ali",IRI,Men,- 52kg (flyweight),M,Silver
9749,Melbourne / Stockholm,1956,Wrestling,Wrestling Free.,"MEKMEDOV, Hussein Alitiev",BUL,Men,+ 87kg (heavyweight),M,Silver
9752,Melbourne / Stockholm,1956,Wrestling,Wrestling Free.,"YAGHOUBI, Mohammad Mehdi",IRI,Men,52 - 57kg (bantamweight),M,Silver
9755,Melbourne / Stockholm,1956,Wrestling,Wrestling Free.,"MEWIS, Joseph",BEL,Men,57 - 63kg (featherweight),M,Silver
9758,Melbourne / Stockholm,1956,Wrestling,Wrestling Free.,"KASAHARA, Shigeru",JPN,Men,63 - 67kg (lightweight),M,Silver
9761,Melbourne / Stockholm,1956,Wrestling,Wrestling Free.,"ZENGIN, Ibrahim",TUR,Men,67 - 73kg (welterweight),M,Silver
9764,Melbourne / Stockholm,1956,Wrestling,Wrestling Free.,"HODGE, Daniel Allen",USA,Men,73 - 79kg (middleweight),M,Silver
9767,Melbourne / Stockholm,1956,Wrestling,Wrestling Free.,"KULAEV, Boris",URS,Men,79 - 87kg (light-heavyweight),M,Silver
9770,Melbourne / Stockholm,1956,Wrestling,Wrestling Gre-R,"FABRA, Ignazio",ITA,Men,- 52kg (flyweight),M,Silver
9773,Melbourne / Stockholm,1956,Wrestling,Wrestling Gre-R,"DIETRICH, Wilfried",EUA,Men,+ 87kg (super heavyweight),M,Silver
9776,Melbourne / Stockholm,1956,Wrestling,Wrestling Gre-R,"VESTERBY, Edvin",SWE,Men,52 - 57kg (bantamweight),M,Silver
9779,Melbourne / Stockholm,1956,Wrestling,Wrestling Gre-R,"POLYAK, Imre",HUN,Men,57 - 61kg (featherweight),M,Silver
9782,Melbourne / Stockholm,1956,Wrestling,Wrestling Gre-R,"DOGAN, Riza",TUR,Men,61 - 67kg (lightweight),M,Silver
9785,Melbourne / Stockholm,1956,Wrestling,Wrestling Gre-R,"MANEEV, Vladimir",URS,Men,67 - 73kg (welterweight),M,Silver
9788,Melbourne / Stockholm,1956,Wrestling,Wrestling Gre-R,"DOBREV, Dimitre Dimitrov",BUL,Men,73 - 79kg (middleweight),M,Silver
9791,Melbourne / Stockholm,1956,Wrestling,Wrestling Gre-R,"SIRAKOV, Petko Atanasov",BUL,Men,79 - 87kg (light-heavyweight),M,Silver
9794,Rome,1960,Aquatics,Diving,"TOBIAN, Gary Milburn",USA,Men,10m platform,M,Silver
9797,Rome,1960,Aquatics,Diving,"MYERS-POPE, Paula Jean",USA,Women,10m platform,W,Silver
9800,Rome,1960,Aquatics,Diving,"HALL, Samuel Nesley",USA,Men,3m springboard,M,Silver
9803,Rome,1960,Aquatics,Diving,"MYERS-POPE, Paula Jean",USA,Women,3m springboard,W,Silver
9806,Rome,1960,Aquatics,Swimming,"MCKINNEY, Frank Edward Jr.",USA,Men,100m backstroke,M,Silver
9809,Rome,1960,Aquatics,Swimming,"STEWARD, Natalie Alwyne",GBR,Women,100m backstroke,W,Silver
9812,Rome,1960,Aquatics,Swimming,"HEEMSKERK, Marianne Yvonne",NED,Women,100m butterfly,W,Silver
9815,Rome,1960,Aquatics,Swimming,"LARSON, Lance Melvin",USA,Men,100m freestyle,M,Silver
9818,Rome,1960,Aquatics,Swimming,"VON SALTZA, Susan Christina",USA,Women,100m freestyle,W,Silver
9821,Rome,1960,Aquatics,Swimming,"ROSE, Murray",AUS,Men,1500m freestyle,M,Silver
9824,Rome,1960,Aquatics,Swimming,"OSAKI, Yoshihiko",JPN,Men,200m breaststroke,M,Silver
9827,Rome,1960,Aquatics,Swimming,"URSELMANN, Wiltrud",EUA,Women,200m breaststroke,W,Silver
9830,Rome,1960,Aquatics,Swimming,"HAYES, Neville",AUS,Men,200m butterfly,M,Silver
9833,Rome,1960,Aquatics,Swimming,"YAMANAKA, Tsuyoshi",JPN,Men,400m freestyle,M,Silver
9836,Rome,1960,Aquatics,Swimming,"CEDERQVIST, Jane",SWE,Women,400m freestyle,W,Silver
9845,Rome,1960,Aquatics,Swimming,"COLQUHOUN, Alva",AUS,Women,4x100m freestyle relay,W,Silver
9846,Rome,1960,Aquatics,Swimming,"CRAPP, Lorraine Joyce",AUS,Women,4x100m freestyle relay,W,Silver
9847,Rome,1960,Aquatics,Swimming,"FRASER, Dawn",AUS,Women,4x100m freestyle relay,W,Silver
9848,Rome,1960,Aquatics,Swimming,"KONRADS, Ilsa",AUS,Women,4x100m freestyle relay,W,Silver
9857,Rome,1960,Aquatics,Swimming,"GATHERCOLE, Terence",AUS,Men,4x100m medley relay,M,Silver
9858,Rome,1960,Aquatics,Swimming,"HAYES, Neville",AUS,Men,4x100m medley relay,M,Silver
9859,Rome,1960,Aquatics,Swimming,"SHIPTON, Geoffrey",AUS,Men,4x100m medley relay,M,Silver
9860,Rome,1960,Aquatics,Swimming,"THEILE, David Egmont",AUS,Men,4x100m medley relay,M,Silver
9869,Rome,1960,Aquatics,Swimming,"ANDREW, Janice",AUS,Women,4x100m medley relay,W,Silver
9870,Rome,1960,Aquatics,Swimming,"FRASER, Dawn",AUS,Women,4x100m medley relay,W,Silver
9871,Rome,1960,Aquatics,Swimming,"LASSIG, Rosemary",AUS,Women,4x100m medley relay,W,Silver
9872,Rome,1960,Aquatics,Swimming,"WILSON, Maryleen Joy",AUS,Women,4x100m medley relay,W,Silver
9881,Rome,1960,Aquatics,Swimming,"FUJIMOTO, Tatsuo",JPN,Men,4x200m freestyle relay,M,Silver
9882,Rome,1960,Aquatics,Swimming,"FUKUI, Makoto",JPN,Men,4x200m freestyle relay,M,Silver
9883,Rome,1960,Aquatics,Swimming,"ISHII, Hiroshi",JPN,Men,4x200m freestyle relay,M,Silver
9884,Rome,1960,Aquatics,Swimming,"YAMANAKA, Tsuyoshi",JPN,Men,4x200m freestyle relay,M,Silver
9909,Rome,1960,Aquatics,Water polo,"AGEEV, Viktor",URS,Men,water polo,M,Silver
9910,Rome,1960,Aquatics,Water polo,"CHIKVANAYA, Givi",URS,Men,water polo,M,Silver
9911,Rome,1960,Aquatics,Water polo,"GOGOLADZE, Leri",URS,Men,water polo,M,Silver
9912,Rome,1960,Aquatics,Water polo,"GOIKHMAN, Boris",URS,Men,water polo,M,Silver
9913,Rome,1960,Aquatics,Water polo,"GRIGOROVSKY, Yuri",URS,Men,water polo,M,Silver
9914,Rome,1960,Aquatics,Water polo,"KARTASHOV, Anatoli",URS,Men,water polo,M,Silver
9915,Rome,1960,Aquatics,Water polo,"KURENNOI, Vyacheslav",URS,Men,water polo,M,Silver
9916,Rome,1960,Aquatics,Water polo,"MSHVENIERADZE, Pyotr",URS,Men,water polo,M,Silver
9917,Rome,1960,Aquatics,Water polo,"NOVIKOV, Vladimir",URS,Men,water polo,M,Silver
9918,Rome,1960,Aquatics,Water polo,"SALTSYN, Yevgeni",URS,Men,water polo,M,Silver
9919,Rome,1960,Aquatics,Water polo,"SEMENOV, Vladimir",URS,Men,water polo,M,Silver
9922,Rome,1960,Athletics,Athletics,"GRODOTZKI, Hans",EUA,Men,10000m,M,Silver
9925,Rome,1960,Athletics,Athletics,"SIME, David",USA,Men,100m,M,Silver
9928,Rome,1960,Athletics,Athletics,"HYMAN, Dorothy",GBR,Women,100m,W,Silver
9931,Rome,1960,Athletics,Athletics,"MAY, William Lee",USA,Men,110m hurdles,M,Silver
9934,Rome,1960,Athletics,Athletics,"JAZY, Michel",FRA,Men,1500m,M,Silver
9937,Rome,1960,Athletics,Athletics,"CARNEY, Lester Nelson",USA,Men,200m,M,Silver
9940,Rome,1960,Athletics,Athletics,"HEINE, Judith (Jutta)",EUA,Women,200m,W,Silver
9943,Rome,1960,Athletics,Athletics,"FREEMAN, Noel Frederick",AUS,Men,20km walk,M,Silver
9946,Rome,1960,Athletics,Athletics,"SOKOLOV, Nikolai",URS,Men,3000m steeplechase,M,Silver
9949,Rome,1960,Athletics,Athletics,"KAUFMANN, Carl",EUA,Men,400m,M,Silver
9952,Rome,1960,Athletics,Athletics,"CUSHMAN, Clifton Emmett",USA,Men,400m hurdles,M,Silver
9961,Rome,1960,Athletics,Athletics,"BARTENEV, Leonid",URS,Men,4x100m relay,M,Silver
9962,Rome,1960,Athletics,Athletics,"KONOVALOV, Yuri",URS,Men,4x100m relay,M,Silver
9963,Rome,1960,Athletics,Athletics,"KOSANOV, Gusman",URS,Men,4x100m relay,M,Silver
9964,Rome,1960,Athletics,Athletics,"OZOLIN, Edvins",URS,Men,4x100m relay,M,Silver
9973,Rome,1960,Athletics,Athletics,"BIECHL, Anni",EUA,Women,4x100m relay,W,Silver
9974,Rome,1960,Athletics,Athletics,"HEINE, Judith (Jutta)",EUA,Women,4x100m relay,W,Silver
9975,Rome,1960,Athletics,Athletics,"HENDRIX, Brunhilde",EUA,Women,4x100m relay,W,Silver
9976,Rome,1960,Athletics,Athletics,"PENSBERGER-LANGBEIN, Martha",EUA,Women,4x100m relay,W,Silver
9985,Rome,1960,Athletics,Athletics,"KAISER, Johannes",EUA,Men,4x400m relay,M,Silver
9986,Rome,1960,Athletics,Athletics,"KAUFMANN, Carl",EUA,Men,4x400m relay,M,Silver
9987,Rome,1960,Athletics,Athletics,"KINDER, Manfred",EUA,Men,4x400m relay,M,Silver
9988,Rome,1960,Athletics,Athletics,"RESKE, Hans-Joachim",EUA,Men,4x400m relay,M,Silver
9991,Rome,1960,Athletics,Athletics,"GRODOTZKI, Hans",EUA,Men,5000m,M,Silver
9994,Rome,1960,Athletics,Athletics,"LJUNGGREN, John Artur",SWE,Men,50km walk,M,Silver
9997,Rome,1960,Athletics,Athletics,"MOENS, Roger",BEL,Men,800m,M,Silver
10000,Rome,1960,Athletics,Athletics,"JONES-CARR, Brenda",AUS,Women,800m,W,Silver
10003,Rome,1960,Athletics,Athletics,"QUINTON, Carole Louis",GBR,Women,80m hurdles,W,Silver
10006,Rome,1960,Athletics,Athletics,"YANG, Chuan-Kwang",TPE,Men,decathlon,M,Silver
10009,Rome,1960,Athletics,Athletics,"BABKA, Richard Aldrich",USA,Men,discus throw,M,Silver
10012,Rome,1960,Athletics,Athletics,"PRESS, Tamara",URS,Women,discus throw,W,Silver
10015,Rome,1960,Athletics,Athletics,"ZSIVOTZKY, Gyula",HUN,Men,hammer throw,M,Silver
10018,Rome,1960,Athletics,Athletics,"BRUMEL, Valeri",URS,Men,high jump,M,Silver
10020,Rome,1960,Athletics,Athletics,"JOZWIAKOWSKA-BIEDA, Jaroslawa",POL,Women,high jump,W,Silver
10021,Rome,1960,Athletics,Athletics,"SHIRLEY, Dorothy Ada",GBR,Women,high jump,W,Silver
10024,Rome,1960,Athletics,Athletics,"KRÜGER, Walter",EUA,Men,javelin throw,M,Silver
10027,Rome,1960,Athletics,Athletics,"INGROVA-ZATOPKOVA, Dana",TCH,Women,javelin throw,W,Silver
10030,Rome,1960,Athletics,Athletics,"ROBERSON, Irvin",USA,Men,long jump,M,Silver
10033,Rome,1960,Athletics,Athletics,"DUNSKA-KRZESINSKA, Elzbieta",POL,Women,long jump,W,Silver
10036,Rome,1960,Athletics,Athletics,"RHADI BEN ABDESSELEM, Abdesiem",MAR,Men,marathon,M,Silver
10039,Rome,1960,Athletics,Athletics,"MORRIS, Ronald Hugh",USA,Men,pole vault,M,Silver
10042,Rome,1960,Athletics,Athletics,"O, William Patrick Jr.",USA,Men,shot put,M,Silver
10045,Rome,1960,Athletics,Athletics,"LÜTTGE-HÜBNER, Johanna",EUA,Women,shot put,W,Silver
10048,Rome,1960,Athletics,Athletics,"GORYAEV, Vladimir",URS,Men,triple jump,M,Silver
10073,Rome,1960,Basketball,Basketball,"KORNEEV, Yuri",URS,Men,basketball,M,Silver
10074,Rome,1960,Basketball,Basketball,"KRUMINS, Yanis",URS,Men,basketball,M,Silver
10075,Rome,1960,Basketball,Basketball,"MINASHVILI, Guram",URS,Men,basketball,M,Silver
10076,Rome,1960,Basketball,Basketball,"MUIZHNIEK, Valdis",URS,Men,basketball,M,Silver
10077,Rome,1960,Basketball,Basketball,"OZER, Tsezar",URS,Men,basketball,M,Silver
10078,Rome,1960,Basketball,Basketball,"PETROV, Aleksandr",URS,Men,basketball,M,Silver
10079,Rome,1960,Basketball,Basketball,"SEMYONOV, Mikhail",URS,Men,basketball,M,Silver
